_id,table,county,product,chronic_flag,chronic_number_v2,chronic_condition,count,med_oop_member,p25th_oop_member,p75th_oop_member,med_claim_ct,p25th_claim_member,p75th_claim_member
2911,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Anemia,7805,2462.93,840.77,5660.07,42,21,72
2912,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Anxiety,224,474.74,271.96,881.91,12,5,21
2913,dashboard_2,Butte,MEDICARE FFS,,All,Anxiety,8326,1604.42,616.69,3788.83,34,16,61
2914,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Anxiety,8102,1671.55,648.57,3881.81,35,17,62
2915,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Asthma,79,412.27,262.86,725.58,11,5,21
2916,dashboard_2,Butte,MEDICARE FFS,,All,Asthma,3172,1647.82,653.24,3889.2,38,18,64
2917,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Asthma,3093,1722.04,677.16,3967.73,38,19,65
2918,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Atrial Fibrillation,46,592.63,363.48,940.18,15.5,10,21.75
2919,dashboard_2,Butte,MEDICARE FFS,,All,Atrial Fibrillation,5725,2356.25,833.4,4799.57,40,21,67
2920,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Atrial Fibrillation,5679,2384.91,847.24,4821.98,40,21,67
2921,dashboard_2,Butte,MEDICARE FFS,,All,Breast Cancer,1604,1779.12,750.67,4260.98,37,20,63
2922,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Breast Cancer,1604,1779.12,750.67,4260.98,37,20,63
2923,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Chronic Kidney Disease,33,366.24,280.16,684.61,8,4,17
2924,dashboard_2,Butte,MEDICARE FFS,,All,Chronic Kidney Disease,6246,2058.72,681.48,4713.58,38,18,66
2925,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Chronic Kidney Disease,6213,2088.22,688.76,4746.39,38,19,66
2926,dashboard_2,Butte,MEDICARE FFS,,All,Colorectal Cancer,554,2190.55,756.8,4620.25,37,19,64
2927,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Colorectal Cancer,554,2190.55,756.8,4620.25,37,19,64
2928,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Combined Cancer,134,607.44,318.64,1532.21,13,7,23.75
2929,dashboard_2,Butte,MEDICARE FFS,,All,Combined Cancer,4590,1870.23,714.33,4414.81,36,19,62
2930,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Combined Cancer,4456,1946.13,746.08,4483.68,37,19,63
2931,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,COPD,133,494.48,233,921.08,12,5,22
2932,dashboard_2,Butte,MEDICARE FFS,,All,COPD,6255,2304.67,772.4,4820.9,41,20,70
2933,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,COPD,6122,2372.59,805.79,4908.12,42,20,71
2934,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Dementia,30,606.01,253.71,867.55,12.5,4.25,24.75
2935,dashboard_2,Butte,MEDICARE FFS,,All,Dementia,2419,2683.24,880.02,6408.72,39,19,66
2936,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Dementia,2389,2725.48,907.93,6460.54,40,20,67
2937,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Depression,185,473.53,259.64,895.26,13,5,22
2938,dashboard_2,Butte,MEDICARE FFS,,All,Depression,8166,1774.46,628.37,4118.54,36,17,64
2939,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Depression,7981,1850.02,654.82,4218.87,37,17,64
2940,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Diabetes,189,361.58,177.72,830.27,8,4,17
2941,dashboard_2,Butte,MEDICARE FFS,,All,Diabetes,9624,1306.83,505.06,3457.42,30,14,56
2942,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Diabetes,9435,1349.11,521.49,3508.74,31,14,56
2943,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Heart Failure,-1,1556,639.23,1817.95,11,7,21
2944,dashboard_2,Butte,MEDICARE FFS,,All,Heart Failure,-1,3113.79,1181.89,6313.73,47,24,78
2945,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Heart Failure,4156,3116.1,1184.23,6321.67,47,24,79
2946,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Hip/Pelvic Fracture,-1,2492.26,1723.72,3015.5,29,28.5,37.5
2947,dashboard_2,Butte,MEDICARE FFS,,All,Hip/Pelvic Fracture,-1,4527.99,2536.05,9997.16,58,35,86
2948,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Hip/Pelvic Fracture,570,4544.33,2543.83,10028.64,58.5,35.25,86.75
2949,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Hyperlipidemia,1396,422.85,269.41,701.79,11,6,19
2950,dashboard_2,Butte,MEDICARE FFS,,All,Hyperlipidemia,24509,1074.92,472.97,2814.91,26,13,48
2951,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Hyperlipidemia,23113,1161.96,505.36,2947.69,28,14,50
2952,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Hypertension,1113,403.86,255.1,772.65,10,5,18
2953,dashboard_2,Butte,MEDICARE FFS,,All,Hypertension,25440,1152.39,477.3,2986.85,27,13,49
2954,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Hypertension,24327,1217.03,503.42,3092,28,13,51
2955,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Ischemic Heart Disease,-1,408.67,256.44,1008.9,6.5,3,13.75
2956,dashboard_2,Butte,MEDICARE FFS,,All,Ischemic Heart Disease,-1,2292.59,794.64,4761.34,39,19,66
2957,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Ischemic Heart Disease,6269,2307.28,797.22,4777.65,39,20,66
2958,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Obesity,82,420.67,299.92,803.25,10.5,5,19.75
2959,dashboard_2,Butte,MEDICARE FFS,,All,Obesity,6430,1683.31,642.33,3958.72,35,16,62
2960,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Obesity,6348,1720.74,654.73,3987.35,36,17,62
2961,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Osteoporosis,168,542.43,329.3,948.31,13,8,22
2962,dashboard_2,Butte,MEDICARE FFS,,All,Osteoporosis,3866,1447.91,658.86,3532.38,33,16,58
2963,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Osteoporosis,3698,1520.81,694.25,3661.16,34,17,59
2964,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Rheumatoid Arthritis,517,604.09,327.68,1105.6,15,7,25
2965,dashboard_2,Butte,MEDICARE FFS,,All,Rheumatoid Arthritis,12184,1631.08,698.26,3640.24,35,19,59
2966,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Rheumatoid Arthritis,11667,1721.21,745.33,3751.18,37,20,60
2967,dashboard_2,Butte,MEDICARE FFS,,1 chronic condition,Stroke,-1,543.07,270.37,1341.62,7,4,17.5
2968,dashboard_2,Butte,MEDICARE FFS,,All,Stroke,-1,3099.53,1283.58,6408.17,43,25,75
2969,dashboard_2,Butte,MEDICARE FFS,,more than 1 chronic condition,Stroke,2127,3127.77,1322.04,6462.6,44,25,75
2970,dashboard_2,Calaveras,All,,All,Acute Myocardial Infarction,176,3368.41,0,7481.55,40,18,73.25
2971,dashboard_2,Calaveras,All,,more than 1 chronic condition,Acute Myocardial Infarction,176,3368.41,0,7481.55,40,18,73.25
2972,dashboard_2,Calaveras,All,,1 chronic condition,Alzheimers Disease,-1,310.22,310.22,310.22,4,4,4
2973,dashboard_2,Calaveras,All,,All,Alzheimers Disease,-1,757.8,0,2827.29,24,12,42
2974,dashboard_2,Calaveras,All,,more than 1 chronic condition,Alzheimers Disease,153,770.99,0,2845.42,24.5,12,42
2975,dashboard_2,Calaveras,All,,1 chronic condition,Anemia,207,0,0,260.14,12,5,22
2976,dashboard_2,Calaveras,All,,All,Anemia,2705,851.79,0,4051.44,29,13,55.5
2977,dashboard_2,Calaveras,All,,more than 1 chronic condition,Anemia,2498,1012.1,0,4356.25,31,15,58
2978,dashboard_2,Calaveras,All,,1 chronic condition,Anxiety,724,0,0,197.1,10,5,20
2979,dashboard_2,Calaveras,All,,All,Anxiety,4972,161,0,1449.01,20,9,40
2980,dashboard_2,Calaveras,All,,more than 1 chronic condition,Anxiety,4248,300,0,1762.39,22,11,43
2981,dashboard_2,Calaveras,All,,1 chronic condition,Asthma,426,0,0,170,8.5,4,16
2982,dashboard_2,Calaveras,All,,All,Asthma,2173,284.2,0,1624.98,20,9,40
2983,dashboard_2,Calaveras,All,,more than 1 chronic condition,Asthma,1747,470.55,0,2104.02,24,11,45
2984,dashboard_2,Calaveras,All,,1 chronic condition,Atrial Fibrillation,37,392.64,214.23,1034,11,4.5,18
2985,dashboard_2,Calaveras,All,,All,Atrial Fibrillation,1760,1179.65,194.58,4125.83,29,14,52
2986,dashboard_2,Calaveras,All,,more than 1 chronic condition,Atrial Fibrillation,1723,1209.9,194.79,4162.98,29,14,52
2987,dashboard_2,Calaveras,All,,All,Breast Cancer,689,1075.32,267.55,3073.04,26,12,45
2988,dashboard_2,Calaveras,All,,more than 1 chronic condition,Breast Cancer,689,1075.32,267.55,3073.04,26,12,45
2989,dashboard_2,Calaveras,All,,1 chronic condition,Chronic Kidney Disease,-1,90,0,410.9,9,7,10.75
2990,dashboard_2,Calaveras,All,,All,Chronic Kidney Disease,-1,822.7,18.58,3426.93,26,12,49
2991,dashboard_2,Calaveras,All,,more than 1 chronic condition,Chronic Kidney Disease,1744,838.07,19.45,3499.29,27,13,49
2992,dashboard_2,Calaveras,All,,All,Colorectal Cancer,237,1226.45,68.33,4151.54,27,14,48
2993,dashboard_2,Calaveras,All,,more than 1 chronic condition,Colorectal Cancer,237,1226.45,68.33,4151.54,27,14,48
2994,dashboard_2,Calaveras,All,,1 chronic condition,Combined Cancer,68,362.94,72.5,1117.09,12,6,20
2995,dashboard_2,Calaveras,All,,All,Combined Cancer,1802,1143.41,258.52,3525.96,26,13,47
2996,dashboard_2,Calaveras,All,,more than 1 chronic condition,Combined Cancer,1734,1179.46,268.23,3694.47,27,13,48
2997,dashboard_2,Calaveras,All,,1 chronic condition,COPD,61,140.7,0,958.99,10,4,18
2998,dashboard_2,Calaveras,All,,All,COPD,1921,778.1,0,3289.1,28,13,49
2999,dashboard_2,Calaveras,All,,more than 1 chronic condition,COPD,1860,805.31,0,3421.06,28,13,49
3000,dashboard_2,Calaveras,All,,1 chronic condition,Dementia,-1,265.8,0,578.02,11.5,6.75,14.25
3001,dashboard_2,Calaveras,All,,All,Dementia,-1,919.06,0,4011.78,26,12,48
3002,dashboard_2,Calaveras,All,,more than 1 chronic condition,Dementia,630,952.08,0,4109.69,27,13,49
3003,dashboard_2,Calaveras,All,,1 chronic condition,Depression,417,0,0,261.29,10,4,17
3004,dashboard_2,Calaveras,All,,All,Depression,4374,239.73,0,1656.51,22,10,41
3005,dashboard_2,Calaveras,All,,more than 1 chronic condition,Depression,3957,305.25,0,1911.63,23,11,43
3006,dashboard_2,Calaveras,All,,1 chronic condition,Diabetes,164,123.63,0,525.4,7,4,14
3007,dashboard_2,Calaveras,All,,All,Diabetes,3426,537.14,0,2021.73,21,9,40
3008,dashboard_2,Calaveras,All,,more than 1 chronic condition,Diabetes,3262,563.25,0,2170.31,22,10,42
3009,dashboard_2,Calaveras,All,,1 chronic condition,Heart Failure,-1,45,0,381.82,11,8,13
3010,dashboard_2,Calaveras,All,,All,Heart Failure,-1,1267.6,0,4582.67,32,15,57
3011,dashboard_2,Calaveras,All,,more than 1 chronic condition,Heart Failure,1437,1280.73,0,4606.71,32,15,57.25
3012,dashboard_2,Calaveras,All,,1 chronic condition,Hip/Pelvic Fracture,-1,15,0,812.48,12,7,18.5
3013,dashboard_2,Calaveras,All,,All,Hip/Pelvic Fracture,-1,2485.59,0,4925.24,36,17.75,60
3014,dashboard_2,Calaveras,All,,more than 1 chronic condition,Hip/Pelvic Fracture,165,2665.5,0,5188.37,38,21,66
3015,dashboard_2,Calaveras,All,,1 chronic condition,Hyperlipidemia,724,294.08,35,652.97,8,4,15
3016,dashboard_2,Calaveras,All,,All,Hyperlipidemia,9785,600.71,75,1978.44,19,9,35
3017,dashboard_2,Calaveras,All,,more than 1 chronic condition,Hyperlipidemia,9061,644.99,83.85,2145.42,20,10,37
3018,dashboard_2,Calaveras,All,,1 chronic condition,Hypertension,702,169.27,0,485.11,7,4,14
3019,dashboard_2,Calaveras,All,,All,Hypertension,10231,578.76,24.7,2057.44,19,9,36
3020,dashboard_2,Calaveras,All,,more than 1 chronic condition,Hypertension,9529,627.11,38.16,2228.54,20,10,37
3021,dashboard_2,Calaveras,All,,1 chronic condition,Ischemic Heart Disease,-1,405.29,252.12,2010.42,13,5,24
3022,dashboard_2,Calaveras,All,,All,Ischemic Heart Disease,-1,1043.59,125,3569.94,27,13,48
3023,dashboard_2,Calaveras,All,,more than 1 chronic condition,Ischemic Heart Disease,2479,1050.74,119.34,3597.15,27,13,48
3024,dashboard_2,Calaveras,All,,1 chronic condition,Obesity,375,20,0,434.72,10,5,16
3025,dashboard_2,Calaveras,All,,All,Obesity,4371,465.56,0,1908.61,20,10,39
3026,dashboard_2,Calaveras,All,,more than 1 chronic condition,Obesity,3996,527.45,0,2066.43,22,10,40
3027,dashboard_2,Calaveras,All,,1 chronic condition,Osteoporosis,73,361.82,76.56,859.2,10,6,17
3028,dashboard_2,Calaveras,All,,All,Osteoporosis,1561,890.24,244.19,2907.39,23,12,42
3029,dashboard_2,Calaveras,All,,more than 1 chronic condition,Osteoporosis,1488,938.41,258.84,3033.19,24,13,43
3030,dashboard_2,Calaveras,All,,1 chronic condition,Rheumatoid Arthritis,476,359.25,25,967.4,12,6,21
3031,dashboard_2,Calaveras,All,,All,Rheumatoid Arthritis,5672,836.42,74.33,2816.92,24,12,43
3032,dashboard_2,Calaveras,All,,more than 1 chronic condition,Rheumatoid Arthritis,5196,906.6,95,2946.77,25,13,45
3033,dashboard_2,Calaveras,All,,1 chronic condition,Stroke,-1,191.19,0,873.71,9,3,16
3034,dashboard_2,Calaveras,All,,All,Stroke,-1,1340.16,0,4737.68,33,15,55
3035,dashboard_2,Calaveras,All,,more than 1 chronic condition,Stroke,732,1476.73,0,4817.49,34,16,56.75
3036,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Acute Myocardial Infarction,167,4543.55,2158.42,8247.71,48.5,20,77
3037,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Acute Myocardial Infarction,167,4543.55,2158.42,8247.71,48.5,20,77
3038,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Alzheimers Disease,-1,310.22,310.22,310.22,4,4,4
3039,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Alzheimers Disease,-1,1563.98,429.93,3838.92,27,14,45.75
3040,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Alzheimers Disease,151,1569.92,431.22,3857.48,27,14,46
3041,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Anemia,91,401.34,121.04,2100.43,11.5,5,20.75
3042,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Anemia,2254,2067.08,556.34,5487.1,34,16,60
3043,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Anemia,2163,2151.43,589.43,5629.34,36,17,61
3044,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Anxiety,335,289.6,66.8,922.34,7,4,14
3045,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Anxiety,3348,990.9,327.72,3128.17,21,9,42
3046,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Anxiety,3013,1104.98,386.28,3487.18,23,11,45
3047,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Asthma,212,190.7,28.76,778.22,7,3,13.75
3048,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Asthma,1587,982.05,298.82,2896.68,22,10,44
3049,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Asthma,1375,1153.38,410,3272.66,26,12,48
3050,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Atrial Fibrillation,36,407.94,283.93,1106.2,11,5,18
3051,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Atrial Fibrillation,1695,1692.41,576.04,4606.18,31,16,55
3052,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Atrial Fibrillation,1659,1725.06,595.73,4657.92,32,17,56
3053,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Breast Cancer,653,1328.74,461.44,3435.36,27,13,46
3054,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Breast Cancer,653,1328.74,461.44,3435.36,27,13,46
3055,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Chronic Kidney Disease,-1,180,60,540.3,9,7,14
3056,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Chronic Kidney Disease,-1,1350.84,424.48,4284.93,29,14,51
3057,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Chronic Kidney Disease,1634,1388.64,432.73,4351.9,29,14,51
3058,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Colorectal Cancer,215,2107.74,726.78,4920.67,29.5,16.75,50.25
3059,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Colorectal Cancer,215,2107.74,726.78,4920.67,29.5,16.75,50.25
3060,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Combined Cancer,63,435.83,107.83,1308.85,11.5,6,19.75
3061,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Combined Cancer,1706,1431.25,481.02,4211.27,28,14,48
3062,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Combined Cancer,1643,1470.94,513.32,4335.71,29,14,50
3063,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,COPD,43,690.05,205.98,1162.88,10,5.5,17.5
3064,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,COPD,1668,1798,596.61,4827.13,32,16,55
3065,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,COPD,1625,1907.54,605.48,4902.07,33,17,56
3066,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Dementia,-1,421.48,229.19,719.65,11,6,13
3067,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Dementia,-1,1958.51,459.38,5335.64,31,15,54
3068,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Dementia,616,2058.18,497.21,5625.34,32,15,55
3069,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Depression,202,308.37,60,769.06,9,4,16
3070,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Depression,3084,1085.75,338.67,3285.34,24,11,44
3071,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Depression,2882,1187.91,378.32,3504.13,25,12,46
3072,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Diabetes,134,248.06,55.96,762.26,7.5,4,14
3073,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Diabetes,2999,929.18,309.84,2901.47,22,10,42
3074,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Diabetes,2865,984.77,334.99,3002.39,23,11,44
3075,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Heart Failure,-1,381.82,207.7,476.5,10.5,8.5,11.75
3076,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Heart Failure,-1,2458.09,672.58,5801.97,37,18,62
3077,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Heart Failure,1300,2476.96,687.94,5824.69,37,18,62
3078,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Hip/Pelvic Fracture,-1,170.1,22.46,1949.09,10,6,16
3079,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Hip/Pelvic Fracture,-1,3212.34,817.28,6378.27,40,21,67
3080,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hip/Pelvic Fracture,151,3400,1195.15,6695.98,42,22.5,68.5
3081,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Hyperlipidemia,647,357.4,143.81,762.01,8,4,15
3082,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Hyperlipidemia,8911,846.47,334.51,2502.53,20,9,37
3083,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hyperlipidemia,8264,915.53,359.17,2671.57,21,10,38
3084,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Hypertension,575,277.99,79.13,697.52,7,4,13
3085,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Hypertension,9160,882.05,329.83,2662.56,20,9,37
3086,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Hypertension,8585,959.19,362.83,2817.85,21,10,39
3087,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Ischemic Heart Disease,-1,520,293.86,2164.21,13,6,24.5
3088,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Ischemic Heart Disease,-1,1498.9,500,4335.94,29,14,50
3089,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Ischemic Heart Disease,2351,1505.25,502.61,4353.68,29,14,50
3090,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Obesity,219,364.63,110,931.87,9,5,14
3091,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Obesity,3462,982.63,366.03,2930.46,21,10,40
3092,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Obesity,3243,1058.55,397.44,3025.03,22,11,42
3093,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Osteoporosis,69,422.96,228.26,932.28,10,7,17
3094,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Osteoporosis,1525,1174.47,417.32,3379.15,25,13,45
3095,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Osteoporosis,1456,1242.06,444.88,3504.78,26,14,45
3096,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Rheumatoid Arthritis,415,509.5,157.73,1189.36,12,6,21
3097,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Rheumatoid Arthritis,5187,1242.11,455.31,3331.02,25,13,45
3098,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Rheumatoid Arthritis,4772,1343.77,503.55,3529.07,27,15,46
3099,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,1 chronic condition,Stroke,-1,568.12,205.87,1240.6,10,2.5,20.5
3100,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,All,Stroke,-1,2474.69,774.9,6032.04,37,17,60
3101,dashboard_2,Calaveras,"All, Excluding Medi-Cal",,more than 1 chronic condition,Stroke,671,2563.55,818.47,6044.31,37,18,60
3102,dashboard_2,Calaveras,COMMERCIAL,,All,Acute Myocardial Infarction,-1,1072.58,437.94,3821.03,23,5.5,35.5
3103,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Acute Myocardial Infarction,-1,1072.58,437.94,3821.03,23,5.5,35.5
3104,dashboard_2,Calaveras,COMMERCIAL,,All,Alzheimers Disease,-1,0,0,86.79,4,2,25
3105,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Alzheimers Disease,-1,0,0,86.79,4,2,25
3106,dashboard_2,Calaveras,COMMERCIAL,,1 chronic condition,Anemia,66,274.4,67.5,1687.7,9,4,18.75
3107,dashboard_2,Calaveras,COMMERCIAL,,All,Anemia,409,620.46,76.43,2360.61,15,6,32
3108,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Anemia,343,667.73,79.07,2408.23,17,6,35
3109,dashboard_2,Calaveras,COMMERCIAL,,1 chronic condition,Anxiety,297,270,60,926.61,7,4,13
3110,dashboard_2,Calaveras,COMMERCIAL,,All,Anxiety,1393,503.41,99.56,1450.48,12,6,22
3111,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Anxiety,1096,579.93,118.86,1635.95,14,6,25
3112,dashboard_2,Calaveras,COMMERCIAL,,1 chronic condition,Asthma,190,151,21.16,773.62,7,3,13
3113,dashboard_2,Calaveras,COMMERCIAL,,All,Asthma,612,433.71,60,1448.28,11,5,21
3114,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Asthma,422,579.26,110,1870.85,14,7,30
3115,dashboard_2,Calaveras,COMMERCIAL,,1 chronic condition,Atrial Fibrillation,-1,826.42,403.28,1594.93,7,5,18
3116,dashboard_2,Calaveras,COMMERCIAL,,All,Atrial Fibrillation,-1,509.84,0,1766.38,11,4,25
3117,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Atrial Fibrillation,186,468.88,0,1765.08,11,4,26
3118,dashboard_2,Calaveras,COMMERCIAL,,All,Breast Cancer,150,483.48,91.25,2272.86,12,6,29
3119,dashboard_2,Calaveras,COMMERCIAL,,more than 1 chronic condition,Breast Cancer,150,483.48,91.25,2272.86,12,6,29
